wild_strain	dist_exp	domain	n_tx	dist_gene	n_variants	n_swept_chr	genotype	cv_dist_exp	cv_dist_exp_x	cv_dist_exp_y	cv_dist_gene	cv_dist_gene_x	cv_dist_gene_y
NIC256	88.7525235826068	Swept	8836	96.4727940924279	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC258	120.734380213164	Swept	8836	150.332963783729	266374	1	swept	NA	NA	NA	NA	NA	NA
NIC259	72.4351622370531	Swept	8836	60.0999168052669	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC260	87.3026568135503	Swept	8836	91.9456361117807	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC261	77.0838973759954	Swept	8836	132.811897057455	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC265	76.150166542873	Swept	8836	170.760065589118	266374	0	divergent	NA	NA	NA	NA	NA	NA
NIC266	61.8410700262901	Swept	8836	95.2575456328789	266374	0	divergent	NA	NA	NA	NA	NA	NA
NIC267	72.9811527866634	Swept	8836	38.1444622455213	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC268	119.246352805439	Swept	8836	87.1779788708135	266374	0	divergent	NA	NA	NA	NA	NA	NA
NIC271	66.2096232295134	Swept	8836	95.9218431849597	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC274	89.5242216943939	Swept	8836	65.3758365147246	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC275	78.5178109973008	Swept	8836	24.6779253585061	266374	4	swept	NA	NA	NA	NA	NA	NA
NIC276	68.922211096883	Swept	8836	52.9150262212918	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC277	85.8185638156715	Swept	8836	20.7605394920267	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC3	72.0788208589043	Swept	8836	37.7359245282264	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC501	69.7553825563424	Swept	8836	103.140680626027	266374	1	swept	NA	NA	NA	NA	NA	NA
NIC511	68.6108511989938	Swept	8836	59.4222180669823	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC513	93.4771383859543	Swept	8836	34.117444218464	266374	1	swept	NA	NA	NA	NA	NA	NA
NIC514	73.662000064332	Swept	8836	33.5111921602321	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC515	92.5758901634065	Swept	8836	80.8640834981761	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC523	95.5575540831883	Swept	8836	75.4387168501692	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC526	92.6966375209676	Swept	8836	48.7031826475437	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC527	82.6209057547119	Swept	8836	51.9230199429887	266374	2	swept	NA	NA	NA	NA	NA	NA
NIC528	82.5041847577136	Swept	8836	66.007575322837	266374	3	swept	NA	NA	NA	NA	NA	NA
NIC529	87.682100912008	Swept	8836	29.2916370317536	266374	3	swept	NA	NA	NA	NA	NA	NA
PB306	76.4850702109104	Swept	8836	89.095454429505	266374	1	swept	NA	NA	NA	NA	NA	NA
PS2025	82.7484063686753	Swept	8836	100.652868811574	266374	1	swept	NA	NA	NA	NA	NA	NA
PX179	64.0881965864615	Swept	8836	35.2703841770968	266374	3	swept	NA	NA	NA	NA	NA	NA
QG2075	57.6184112491799	Swept	8836	98.2802116399838	266374	2	swept	NA	NA	NA	NA	NA	NA
QG556	98.1179660038778	Swept	8836	93.7709976485267	266374	1	swept	NA	NA	NA	NA	NA	NA
QW947	70.186487838464	Swept	8836	56.2227711874824	266374	3	swept	NA	NA	NA	NA	NA	NA
QX1212	57.0903415406458	Swept	8836	90.9560333347931	266374	4	swept	NA	NA	NA	NA	NA	NA
QX1233	90.8416096232377	Swept	8836	39.3954312071844	266374	1	swept	NA	NA	NA	NA	NA	NA
QX1791	88.0593656482875	Swept	8836	112.685402781372	266374	0	divergent	NA	NA	NA	NA	NA	NA
QX1792	95.8535463158894	Swept	8836	94.9736805646701	266374	1	swept	NA	NA	NA	NA	NA	NA
QX1793	77.7498724947732	Swept	8836	122.11470017979	266374	0	divergent	NA	NA	NA	NA	NA	NA
QX1794	80.8834655974821	Swept	8836	115.347301658946	266374	0	divergent	NA	NA	NA	NA	NA	NA
RC301	74.4947540718825	Swept	8836	30.8706980808663	266374	3	swept	NA	NA	NA	NA	NA	NA
WN2050	60.8296673480168	Swept	8836	93.706990134141	266374	1	swept	NA	NA	NA	NA	NA	NA
XZ1513	71.686817725421	Swept	8836	106.845683113545	266374	0	divergent	NA	NA	NA	NA	NA	NA
XZ1515	111.143115190602	Swept	8836	86.2496376803984	266374	1	swept	NA	NA	NA	NA	NA	NA
XZ1516	89.5452164200621	Swept	8836	316.791729690028	266374	0	divergent	NA	NA	NA	NA	NA	NA
AB1	92.8183653168899	Divergent	13432	149.184449591772	584731	4	swept	0.15	73.6206492772238	151.928088228658	0.22	427.592095343214	69.2825987355169
BRC20067	80.8488622652959	Divergent	13432	166.021082998516	584731	3	swept	NA	NA	NA	NA	NA	NA
BRC20263	90.4560530598128	Divergent	13432	179.100530429142	584731	3	swept	NA	NA	NA	NA	NA	NA
CB4852	97.9602583715934	Divergent	13432	123.616341961733	584731	4	swept	NA	NA	NA	NA	NA	NA
CB4855	90.3522890648347	Divergent	13432	177.631641325525	584731	1	swept	NA	NA	NA	NA	NA	NA
CB4856	93.9433976578395	Divergent	13432	216.790221181676	584731	0	divergent	NA	NA	NA	NA	NA	NA
CB4857	92.2028690951035	Divergent	13432	175.812400017746	584731	2	swept	NA	NA	NA	NA	NA	NA
CB4858	86.0377627773877	Divergent	13432	165.544555935857	584731	4	swept	NA	NA	NA	NA	NA	NA
CX11254	151.250228548797	Divergent	13432	179.111696993803	584731	2	swept	NA	NA	NA	NA	NA	NA
CX11262	91.2500183966751	Divergent	13432	174.765557247416	584731	2	swept	NA	NA	NA	NA	NA	NA
CX11264	106.553226592718	Divergent	13432	178.70366532335	584731	2	swept	NA	NA	NA	NA	NA	NA
CX11271	95.9445040815578	Divergent	13432	165.142362826744	584731	3	swept	NA	NA	NA	NA	NA	NA
CX11276	76.2321342997093	Divergent	13432	178.345170946679	584731	3	swept	NA	NA	NA	NA	NA	NA
CX11285	104.015178872133	Divergent	13432	205.207212348884	584731	2	swept	NA	NA	NA	NA	NA	NA
CX11292	86.9958305784107	Divergent	13432	156.575860208399	584731	4	swept	NA	NA	NA	NA	NA	NA
CX11307	95.5631078581811	Divergent	13432	192.862645424146	584731	2	swept	NA	NA	NA	NA	NA	NA
CX11314	93.9476481338842	Divergent	13432	165.849329211788	584731	4	swept	NA	NA	NA	NA	NA	NA
CX11315	100.474953952724	Divergent	13432	169.752761391384	584731	3	swept	NA	NA	NA	NA	NA	NA
DL200	88.734506076264	Divergent	13432	184.380042303933	584731	3	swept	NA	NA	NA	NA	NA	NA
DL226	89.1326587147875	Divergent	13432	182.419845411622	584731	3	swept	NA	NA	NA	NA	NA	NA
DL238	89.6175965019963	Divergent	13432	232.59836628833	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA189	102.115753081487	Divergent	13432	223.421127022491	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA348	114.150608572312	Divergent	13432	204.401565551734	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA349	112.783914542968	Divergent	13432	191.582880237249	584731	3	swept	NA	NA	NA	NA	NA	NA
ECA363	135.508993123732	Divergent	13432	337.524813902623	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA372	88.0827878567431	Divergent	13432	205.883462181886	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA592	107.882171610257	Divergent	13432	210.142808585019	584731	1	swept	NA	NA	NA	NA	NA	NA
ECA594	106.671100415137	Divergent	13432	195.035894132337	584731	1	swept	NA	NA	NA	NA	NA	NA
ECA703	106.46972513669	Divergent	13432	219.538151581906	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA705	97.3189639954063	Divergent	13432	216.305339739915	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA710	108.395606921501	Divergent	13432	217.241800765875	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA738	95.5104719987987	Divergent	13432	216.270663752623	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA743	101.288936714865	Divergent	13432	227.184946684414	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA745	105.218390645854	Divergent	13432	327.900899663298	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA777	103.928371847629	Divergent	13432	213.093876026506	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA812	130.753080285429	Divergent	13432	203.066491573573	584731	0	divergent	NA	NA	NA	NA	NA	NA
ECA923	93.8112530097154	Divergent	13432	196.173392691262	584731	2	swept	NA	NA	NA	NA	NA	NA
ED3005	76.4811812440705	Divergent	13432	173.617395441816	584731	2	swept	NA	NA	NA	NA	NA	NA
ED3012	114.740734360214	Divergent	13432	112.534439173082	584731	4	swept	NA	NA	NA	NA	NA	NA
ED3017	85.1923277584483	Divergent	13432	169.332774284124	584731	4	swept	NA	NA	NA	NA	NA	NA
ED3040	88.2952102236666	Divergent	13432	172.357187259482	584731	3	swept	NA	NA	NA	NA	NA	NA
ED3048	85.7726448037753	Divergent	13432	164.404987758888	584731	4	swept	NA	NA	NA	NA	NA	NA
ED3049	96.1017974204243	Divergent	13432	200.147445649451	584731	0	divergent	NA	NA	NA	NA	NA	NA
ED3052	88.9384388498202	Divergent	13432	174.269905606218	584731	3	swept	NA	NA	NA	NA	NA	NA
ED3073	73.6146262422184	Divergent	13432	172.57751881401	584731	4	swept	NA	NA	NA	NA	NA	NA
ED3077	85.6758916549757	Divergent	13432	181.914815229546	584731	4	swept	NA	NA	NA	NA	NA	NA
EG4347	71.2494429788171	Divergent	13432	119.406969578428	584731	3	swept	NA	NA	NA	NA	NA	NA
EG4724	116.15181317531	Divergent	13432	189.335680736622	584731	2	swept	NA	NA	NA	NA	NA	NA
EG4946	101.440618530786	Divergent	13432	144.315626319536	584731	4	swept	NA	NA	NA	NA	NA	NA
GXW1	99.0090622978909	Divergent	13432	176.920886274063	584731	3	swept	NA	NA	NA	NA	NA	NA
JT11398	81.4554978714421	Divergent	13432	151.700362557246	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1088	86.04613933273	Divergent	13432	175.179907523666	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1172	82.6357611547089	Divergent	13432	172.21498192666	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1200	82.289826770086	Divergent	13432	73.6206492772238	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1212	89.3806298733446	Divergent	13432	151.555270446131	584731	1	swept	NA	NA	NA	NA	NA	NA
JU1213	96.4756802637054	Divergent	13432	189.607489303561	584731	2	swept	NA	NA	NA	NA	NA	NA
JU1242	99.4806809587588	Divergent	13432	185.334832128232	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1246	89.2223318146207	Divergent	13432	179.259588307014	584731	1	swept	NA	NA	NA	NA	NA	NA
JU1395	94.3595262910271	Divergent	13432	128.471786786049	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1409	82.1765824887889	Divergent	13432	167.158607316524	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1440	95.5802466433377	Divergent	13432	160.74202935138	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1491	96.553931628634	Divergent	13432	191.734191004109	584731	2	swept	NA	NA	NA	NA	NA	NA
JU1530	126.984711742919	Divergent	13432	161.678693710705	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1543	104.484449170698	Divergent	13432	112.396619166236	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1568	73.9317667549346	Divergent	13432	84.3682404699778	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1581	86.7522283723961	Divergent	13432	175.071414000116	584731	1	swept	NA	NA	NA	NA	NA	NA
JU1586	117.769890776904	Divergent	13432	93.407708461347	584731	4	swept	NA	NA	NA	NA	NA	NA
JU1652	89.3610118847555	Divergent	13432	181.537874836079	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1666	81.4207918049011	Divergent	13432	192.359039298911	584731	2	swept	NA	NA	NA	NA	NA	NA
JU1792	96.802217036729	Divergent	13432	145.254948280601	584731	3	swept	NA	NA	NA	NA	NA	NA
JU1793	105.491933308219	Divergent	13432	206.743802809177	584731	1	swept	NA	NA	NA	NA	NA	NA
JU1808	113.520582148448	Divergent	13432	160.224842018958	584731	2	swept	NA	NA	NA	NA	NA	NA
JU1896	91.1275371631763	Divergent	13432	154.625353677849	584731	2	swept	NA	NA	NA	NA	NA	NA
JU1934	98.0834512908254	Divergent	13432	176.892622796995	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2001	87.4926200225954	Divergent	13432	205.443422868682	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2007	81.1215017781609	Divergent	13432	166.07227342335	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2016	93.5878644092323	Divergent	13432	159.332984657917	584731	4	swept	NA	NA	NA	NA	NA	NA
JU2017	79.8967894526334	Divergent	13432	190.131533418315	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2106	97.2055611593164	Divergent	13432	188.417090519942	584731	1	swept	NA	NA	NA	NA	NA	NA
JU2131	114.331750250661	Divergent	13432	195.158909609579	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2141	121.535147721663	Divergent	13432	178.781990144421	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2234	119.127491344488	Divergent	13432	166.517266371989	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2250	76.5784405014843	Divergent	13432	188.10635289644	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2257	73.4566711831496	Divergent	13432	100.667770413375	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2464	88.5298613918571	Divergent	13432	182.767612010443	584731	4	swept	NA	NA	NA	NA	NA	NA
JU2466	97.4453451835724	Divergent	13432	164.155414165967	584731	4	swept	NA	NA	NA	NA	NA	NA
JU2478	80.4439485296037	Divergent	13432	163.847490063168	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2513	76.2724720249469	Divergent	13432	180.260921999195	584731	4	swept	NA	NA	NA	NA	NA	NA
JU2519	91.9238415833424	Divergent	13432	220.017601743924	584731	1	swept	NA	NA	NA	NA	NA	NA
JU2522	89.5103585270022	Divergent	13432	193.530359375474	584731	1	swept	NA	NA	NA	NA	NA	NA
JU2526	114.477038732607	Divergent	13432	240.939826512762	584731	0	divergent	NA	NA	NA	NA	NA	NA
JU2534	77.9186809041746	Divergent	13432	154.162252189049	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2565	101.113111773456	Divergent	13432	91.7660067781093	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2566	89.2056987165441	Divergent	13432	120.929731662648	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2570	112.552083813683	Divergent	13432	187.010694881336	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2572	92.4469522013888	Divergent	13432	149.87661592123	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2575	105.735162864138	Divergent	13432	112.441095690143	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2576	118.632053996895	Divergent	13432	180.776104615627	584731	1	swept	NA	NA	NA	NA	NA	NA
JU2578	98.0071822657972	Divergent	13432	176.82759965571	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2581	107.014797400955	Divergent	13432	183.660011978656	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2586	90.7492256422715	Divergent	13432	184.510162321754	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2592	94.5102219269114	Divergent	13432	129.757466066504	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2600	101.743862590382	Divergent	13432	180.61838223171	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2610	118.961591076914	Divergent	13432	181.810340740014	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2619	84.2716302723376	Divergent	13432	173.682672298143	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2811	94.4702290334689	Divergent	13432	198.879360417314	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2838	99.0512512080573	Divergent	13432	176.748408762286	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2841	103.691892571353	Divergent	13432	193.729192431084	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2853	89.9838755636409	Divergent	13432	129.460418661458	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2862	96.0041243767713	Divergent	13432	166.991017722511	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2866	115.625081544661	Divergent	13432	190.981837821055	584731	3	swept	NA	NA	NA	NA	NA	NA
JU2879	103.668470361342	Divergent	13432	197.451259808592	584731	2	swept	NA	NA	NA	NA	NA	NA
JU2906	94.6562679510601	Divergent	13432	129.16655913974	584731	4	swept	NA	NA	NA	NA	NA	NA
JU2907	69.2825987355169	Divergent	13432	94.5409963983879	584731	3	swept	NA	NA	NA	NA	NA	NA
JU310	84.7185435991257	Divergent	13432	162.172747402269	584731	3	swept	NA	NA	NA	NA	NA	NA
JU311	100.27707219132	Divergent	13432	134.643974985886	584731	2	swept	NA	NA	NA	NA	NA	NA
JU3128	92.4066943862447	Divergent	13432	159.278123544411	584731	3	swept	NA	NA	NA	NA	NA	NA
JU3132	107.444962600439	Divergent	13432	178.751223772035	584731	2	swept	NA	NA	NA	NA	NA	NA
JU3134	81.1281207981594	Divergent	13432	176.632386611289	584731	2	swept	NA	NA	NA	NA	NA	NA
JU3140	132.435456824347	Divergent	13432	189.068932228959	584731	2	swept	NA	NA	NA	NA	NA	NA
JU3144	95.7127123057114	Divergent	13432	188.794022335565	584731	4	swept	NA	NA	NA	NA	NA	NA
JU323	99.0057755757567	Divergent	13432	159.593232939245	584731	3	swept	NA	NA	NA	NA	NA	NA
JU346	81.0911420257177	Divergent	13432	165.971547631124	584731	2	swept	NA	NA	NA	NA	NA	NA
JU360	94.7537785391361	Divergent	13432	167.050890449587	584731	3	swept	NA	NA	NA	NA	NA	NA
JU367	70.7021227859535	Divergent	13432	98.173316130199	584731	3	swept	NA	NA	NA	NA	NA	NA
JU394	84.100102642282	Divergent	13432	124.426685240747	584731	2	swept	NA	NA	NA	NA	NA	NA
JU397	112.404308713318	Divergent	13432	170.235131509333	584731	2	swept	NA	NA	NA	NA	NA	NA
JU406	76.3314003021983	Divergent	13432	115.312618563625	584731	2	swept	NA	NA	NA	NA	NA	NA
JU440	76.0034466147105	Divergent	13432	119.247641486111	584731	4	swept	NA	NA	NA	NA	NA	NA
JU642	95.0965108097664	Divergent	13432	167.385781952948	584731	3	swept	NA	NA	NA	NA	NA	NA
JU774	108.241500207551	Divergent	13432	178.594512793647	584731	4	swept	NA	NA	NA	NA	NA	NA
JU775	88.7503797091402	Divergent	13432	217.876111586378	584731	1	swept	NA	NA	NA	NA	NA	NA
JU778	90.1990220200452	Divergent	13432	195.550504985285	584731	2	swept	NA	NA	NA	NA	NA	NA
JU782	90.671255763093	Divergent	13432	213.693706037403	584731	2	swept	NA	NA	NA	NA	NA	NA
JU792	83.081506380055	Divergent	13432	187.848343085586	584731	2	swept	NA	NA	NA	NA	NA	NA
JU830	88.441581532657	Divergent	13432	175.105682374959	584731	3	swept	NA	NA	NA	NA	NA	NA
JU847	93.6591127491309	Divergent	13432	180.141610962043	584731	2	swept	NA	NA	NA	NA	NA	NA
KR314	88.0512848701884	Divergent	13432	186.933143128767	584731	4	swept	NA	NA	NA	NA	NA	NA
LKC34	82.0284969346032	Divergent	13432	175.271218401653	584731	2	swept	NA	NA	NA	NA	NA	NA
MY1	96.6511950710611	Divergent	13432	188.419744188341	584731	3	swept	NA	NA	NA	NA	NA	NA
MY10	88.7691832612145	Divergent	13432	200.721199677563	584731	4	swept	NA	NA	NA	NA	NA	NA
MY16	78.9759407406209	Divergent	13432	181.242930896628	584731	0	divergent	NA	NA	NA	NA	NA	NA
MY18	87.384867549403	Divergent	13432	182.074160714803	584731	1	swept	NA	NA	NA	NA	NA	NA
MY2147	90.5133335617371	Divergent	13432	154.327573686623	584731	1	swept	NA	NA	NA	NA	NA	NA
MY2212	96.3779382197328	Divergent	13432	165.202905543456	584731	3	swept	NA	NA	NA	NA	NA	NA
MY23	84.2268781790599	Divergent	13432	217.119782608587	584731	0	divergent	NA	NA	NA	NA	NA	NA
MY2573	110.2613435096	Divergent	13432	135.992646860042	584731	2	swept	NA	NA	NA	NA	NA	NA
MY2585	89.5472059671399	Divergent	13432	184.878338374186	584731	3	swept	NA	NA	NA	NA	NA	NA
MY2713	79.4999688668889	Divergent	13432	174.327278416202	584731	3	swept	NA	NA	NA	NA	NA	NA
MY518	89.0062729971314	Divergent	13432	175.219861887858	584731	2	swept	NA	NA	NA	NA	NA	NA
MY772	92.3144584133073	Divergent	13432	167.056876542093	584731	1	swept	NA	NA	NA	NA	NA	NA
MY795	84.6311240066798	Divergent	13432	170.991227845173	584731	2	swept	NA	NA	NA	NA	NA	NA
MY920	92.7330255440457	Divergent	13432	168.937858397696	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC1	107.678679701847	Divergent	13432	163.0030674558	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC166	90.6570394628765	Divergent	13432	172.907489716322	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC199	103.58650975718	Divergent	13432	231.222836242444	584731	1	swept	NA	NA	NA	NA	NA	NA
NIC2	75.0341164025059	Divergent	13432	95.7653381970742	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC207	78.482299169058	Divergent	13432	153.528498983088	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC231	88.1920718189599	Divergent	13432	171.368025022173	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC236	80.2884416784481	Divergent	13432	192.010416384112	584731	1	swept	NA	NA	NA	NA	NA	NA
NIC242	73.1196353282151	Divergent	13432	156.377747777617	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC251	95.2079161895129	Divergent	13432	242.505670036806	584731	0	divergent	NA	NA	NA	NA	NA	NA
NIC252	89.5550309451925	Divergent	13432	206.577038851591	584731	0	divergent	NA	NA	NA	NA	NA	NA
NIC255	77.3970558925078	Divergent	13432	148.468851952186	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC256	105.755421686065	Divergent	13432	212.34170574807	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC258	151.928088228658	Divergent	13432	234.582608050981	584731	1	swept	NA	NA	NA	NA	NA	NA
NIC259	83.9181033050548	Divergent	13432	174.979998857012	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC260	115.026354812561	Divergent	13432	210.390113836178	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC261	100.279432141759	Divergent	13432	210.83168642308	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC265	91.4958522718568	Divergent	13432	223.421127022491	584731	0	divergent	NA	NA	NA	NA	NA	NA
NIC266	79.5019409619201	Divergent	13432	181.088376214488	584731	0	divergent	NA	NA	NA	NA	NA	NA
NIC267	94.7734738480675	Divergent	13432	178.591713133617	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC268	146.686562389542	Divergent	13432	203.688487647191	584731	0	divergent	NA	NA	NA	NA	NA	NA
NIC271	90.3347768858228	Divergent	13432	214.643891131334	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC274	112.364450654484	Divergent	13432	186.820769723283	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC275	102.42661663369	Divergent	13432	195.826453779871	584731	4	swept	NA	NA	NA	NA	NA	NA
NIC276	90.7711742711932	Divergent	13432	167.818354180942	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC277	100.623053404694	Divergent	13432	162.326830807479	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC3	91.7175120850872	Divergent	13432	175.874955579241	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC501	88.5117517529551	Divergent	13432	185.625968010944	584731	1	swept	NA	NA	NA	NA	NA	NA
NIC511	84.9622049507611	Divergent	13432	161.66632302369	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC513	118.382539021385	Divergent	13432	197.471516933455	584731	1	swept	NA	NA	NA	NA	NA	NA
NIC514	96.3587288666808	Divergent	13432	190.326036053925	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC515	98.8249672437777	Divergent	13432	183.182968640646	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC523	116.180260449825	Divergent	13432	197.324605662852	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC526	116.928306995416	Divergent	13432	192.468179188145	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC527	100.964346102281	Divergent	13432	178.333956385204	584731	2	swept	NA	NA	NA	NA	NA	NA
NIC528	100.996311504929	Divergent	13432	177.468307029734	584731	3	swept	NA	NA	NA	NA	NA	NA
NIC529	108.08532774935	Divergent	13432	160.754471166434	584731	3	swept	NA	NA	NA	NA	NA	NA
PB306	98.0194312327074	Divergent	13432	198.461583184253	584731	1	swept	NA	NA	NA	NA	NA	NA
PS2025	108.023475793086	Divergent	13432	201.767192575998	584731	1	swept	NA	NA	NA	NA	NA	NA
PX179	81.6553610336197	Divergent	13432	122.535709081067	584731	3	swept	NA	NA	NA	NA	NA	NA
QG2075	77.5394293985318	Divergent	13432	184.287818371156	584731	2	swept	NA	NA	NA	NA	NA	NA
QG556	121.788973064978	Divergent	13432	196.369549574266	584731	1	swept	NA	NA	NA	NA	NA	NA
QW947	91.1530916514832	Divergent	13432	204.780370153001	584731	3	swept	NA	NA	NA	NA	NA	NA
QX1212	78.4352978632739	Divergent	13432	181.914815229546	584731	4	swept	NA	NA	NA	NA	NA	NA
QX1233	117.179856919866	Divergent	13432	180.607308822207	584731	1	swept	NA	NA	NA	NA	NA	NA
QX1791	112.019705317256	Divergent	13432	252.392551395638	584731	0	divergent	NA	NA	NA	NA	NA	NA
QX1792	121.090569637582	Divergent	13432	208.832468739897	584731	1	swept	NA	NA	NA	NA	NA	NA
QX1793	96.9560848260981	Divergent	13432	199.168270565369	584731	0	divergent	NA	NA	NA	NA	NA	NA
QX1794	91.7125879289161	Divergent	13432	210.123773048173	584731	0	divergent	NA	NA	NA	NA	NA	NA
RC301	96.2625231344356	Divergent	13432	173.346473860878	584731	3	swept	NA	NA	NA	NA	NA	NA
WN2050	74.9161926177897	Divergent	13432	167.355908171776	584731	1	swept	NA	NA	NA	NA	NA	NA
XZ1513	90.4059583978054	Divergent	13432	216.291470012111	584731	0	divergent	NA	NA	NA	NA	NA	NA
XZ1515	135.421349655312	Divergent	13432	166.813550986798	584731	1	swept	NA	NA	NA	NA	NA	NA
XZ1516	111.625422534919	Divergent	13432	427.592095343214	584731	0	divergent	NA	NA	NA	NA	NA	NA
AB1	118.396027149162	All	22268	153.05227865014	851105	4	swept	0.16	76.4787552199956	194.059100683972	0.26	532.15787131264	89.1786245977982
BRC20067	101.423321822414	All	22268	168.335973576654	851105	3	swept	NA	NA	NA	NA	NA	NA
BRC20263	115.767967228585	All	22268	195.910693939866	851105	3	swept	NA	NA	NA	NA	NA	NA
CB4852	127.259554776094	All	22268	128.202964084299	851105	4	swept	NA	NA	NA	NA	NA	NA
CB4855	112.360077619296	All	22268	181.939550400676	851105	1	swept	NA	NA	NA	NA	NA	NA
CB4856	126.437820615752	All	22268	255.904278979465	851105	0	divergent	NA	NA	NA	NA	NA	NA
CB4857	116.231631087192	All	22268	178.89941307897	851105	2	swept	NA	NA	NA	NA	NA	NA
CB4858	108.363387518948	All	22268	166.826256926181	851105	4	swept	NA	NA	NA	NA	NA	NA
CX11254	192.938135708025	All	22268	199.742334020608	851105	2	swept	NA	NA	NA	NA	NA	NA
CX11262	115.161821480662	All	22268	200.813346170019	851105	2	swept	NA	NA	NA	NA	NA	NA
CX11264	138.012083398913	All	22268	204.716877662786	851105	2	swept	NA	NA	NA	NA	NA	NA
