iso	sample
82	iso1	ECA777_GZ_B8_H1
83	iso1	ECA777_GZm_B8_C4
84	iso1	ECA777_GZm_B8_C4
85	iso1	ECA812_GZ_B8_H2
86	iso1	ECA812_GZm_B8_C5
87	iso1	ECA812_GZm_B8_C5
88	iso1	ECA923_GZ_B8_F1
89	iso1	ECA923_GZ_B8_H3
90	iso1	ECA923_GZ_B8_H3
91	iso1	ED3005_GZ_B3_D3
92	iso1	ED3005_GZ_B5_D9
93	iso1	ED3005_GZ_B5_D9
94	iso1	ED3012_GZ_B7_E8
95	iso1	ED3012_GZr_B5_E1
96	iso1	ED3012_GZr_B5_E1
97	iso1	ED3017_GZ_B6_A4
98	iso1	ED3017_GZ_B6_D2
99	iso1	ED3017_GZ_B6_D2
100	iso1	ED3040_GZ_B4_E9
101	iso1	ED3048_GZ_B4_H6
102	iso1	ED3048_GZ_B7_I3
103	iso1	ED3048_GZ_B7_I3
104	iso1	ED3049_GZ_B4_F2
105	iso1	ED3052_GZ_B3_I8
106	iso1	ED3052_GZ_B4_F3
107	iso1	ED3052_GZ_B4_F3
108	iso1	ED3073_GZ_B5_E2
109	iso1	ED3073_GZr_B2_G7
110	iso1	ED3073_GZr_B2_G7
111	iso1	ED3077_GZ_B5_B1
112	iso1	ED3077_GZm_B3_A7
113	iso1	ED3077_GZm_B3_A7
114	iso1	EG4347_GZ_B7_E9
115	iso1	EG4347_GZr_B5_G7
116	iso1	EG4347_GZr_B5_G7
117	iso1	EG4724_GZ_B7_F1
118	iso1	EG4724_GZr_B5_G8
119	iso1	EG4724_GZr_B5_G8
120	iso1	EG4946_GZ_B9_C8
121	iso1	GXW1_GZ_B7_F2
122	iso1	GXW1_GZr_B5_G9
123	iso1	GXW1_GZr_B5_G9
124	iso1	JT11398_GZm_B6_F7
125	iso1	JT11398_GZr_B6_A5
126	iso1	JT11398_GZr_B6_A5
127	iso1	JU1088_GZ_B3_I9
128	iso1	JU1088_GZ_B4_C4
129	iso1	JU1088_GZ_B4_C4
130	iso1	JU1172_GZ_B7_H8
131	iso1	JU1172_GZm_B1_D5
132	iso1	JU1172_GZm_B1_D5
133	iso1	JU1200_GZ_B5_B3
134	iso1	JU1200_GZr_B2_G9
135	iso1	JU1200_GZr_B2_G9
136	iso1	JU1212_GZ_B5_B4
137	iso1	JU1212_GZr_B3_A8
138	iso1	JU1212_GZr_B3_A8
139	iso1	JU1213_GZ_B6_F8
140	iso1	JU1213_GZr_B3_G2
141	iso1	JU1213_GZr_B3_G2
142	iso1	JU1242_GZ_B4_C6
143	iso1	JU1242_GZ_B4_F4
144	iso1	JU1242_GZ_B4_F4
145	iso1	JU1246_GZ_B5_E3
146	iso1	JU1246_GZr_B3_A9
147	iso1	JU1246_GZr_B3_A9
148	iso1	JU1395_GZ_B7_F3
149	iso1	JU1395_GZr_B5_H1
150	iso1	JU1395_GZr_B5_H1
151	iso1	JU1409_GZ_B4_F5
152	iso1	JU1409_GZm_B4_A1
153	iso1	JU1409_GZm_B4_A1
154	iso1	JU1440_GZ_B7_H2
155	iso1	JU1491_GZ_B7_C4
156	iso1	JU1491_GZr_B5_H2
157	iso1	JU1491_GZr_B5_H2
158	iso1	JU1530_GZ_B5_B5
159	iso1	JU1530_GZr_B2_H1
160	iso1	JU1530_GZr_B2_H1
161	iso1	JU1543_GZ_B2_H2
162	iso1	JU1543_GZ_B5_B6
163	iso1	JU1543_GZ_B5_B6
164	iso1	JU1568_GZ_B6_D4
165	iso1	JU1581_GZm_B4_A3
166	iso1	JU1586_GZ_B8_F2
167	iso1	JU1586_GZ_B8_I1
168	iso1	JU1586_GZ_B8_I1
169	iso1	JU1652_GZr_B5_H3
170	iso1	JU1666_GZ_B3_B2
171	iso1	JU1666_GZr_B1_I2
172	iso1	JU1666_GZr_B1_I2
173	iso1	JU1792_GZ_B7_I4
174	iso1	JU1792_GZr_B7_H1
175	iso1	JU1792_GZr_B7_H1
176	iso1	JU1793_GZr_B2_D4
177	iso1	JU1808_GZ_B4_H8
178	iso1	JU1808_GZr_B2_D5
179	iso1	JU1808_GZr_B2_D5
180	iso1	JU1896_GZ_B9_C9
181	iso1	JU1934_GZr_B2_D6
182	iso1	JU2001_GZ_B5_B7
183	iso1	JU2001_GZr_B3_B3
184	iso1	JU2001_GZr_B3_B3
185	iso1	JU2007_GZ_B4_C7
186	iso1	JU2007_GZm_B1_I3
187	iso1	JU2007_GZm_B1_I3
188	iso1	JU2016_GZr_B1_D8
189	iso1	JU2017_GZ_B5_E4
190	iso1	JU2017_GZr_B3_B4
191	iso1	JU2017_GZr_B3_B4
192	iso1	JU2106_GZ_B5_B8
193	iso1	JU2106_GZr_B3_B5
194	iso1	JU2106_GZr_B3_B5
195	iso1	JU2131_GZ_B2_H4
196	iso1	JU2131_GZ_B4_H9
197	iso1	JU2131_GZ_B4_H9
198	iso1	JU2141_GZ_B4_I1
199	iso1	JU2141_GZr_B2_D8
200	iso1	JU2141_GZr_B2_D8
201	iso1	JU2234_GZ_B5_B9
202	iso1	JU2234_GZr_B2_D9
203	iso1	JU2234_GZr_B2_D9
204	iso1	JU2250_GZ_B7_G5
205	iso1	JU2250_GZr_B2_H5
206	iso1	JU2250_GZr_B2_H5
207	iso1	JU2257_GZ_B3_G7
208	iso1	JU2257_GZr_B2_H6
209	iso1	JU2257_GZr_B2_H6
210	iso1	JU2464_GZ_B5_C1
211	iso1	JU2464_GZr_B3_B7
212	iso1	JU2464_GZr_B3_B7
213	iso1	JU2466_GZm_B1_D9
214	iso1	JU2478_GZ_B6_D6
215	iso1	JU2478_GZr_B5_E5
216	iso1	JU2478_GZr_B5_E5
217	iso1	JU2513_GZ_B5_E6
218	iso1	JU2513_GZr_B2_H7
219	iso1	JU2513_GZr_B2_H7
220	iso1	JU2519_GZ_B3_H1
221	iso1	JU2519_GZ_B4_C9
222	iso1	JU2519_GZ_B4_C9
223	iso1	JU2522_GZ_B4_D1
224	iso1	JU2522_GZr_B2_H8
225	iso1	JU2522_GZr_B2_H8
226	iso1	JU2526_GZ_B9_D1
227	iso1	JU2534_GZ_B9_D2
228	iso1	JU2534_GZ_B9_E4
229	iso1	JU2534_GZ_B9_E4
230	iso1	JU2565_GZ_B2_H9
231	iso1	JU2565_GZ_B4_I3
232	iso1	JU2565_GZ_B4_I3
233	iso1	JU2566_GZ_B9_D3
234	iso1	JU2570_GZ_B7_F4
235	iso1	JU2570_GZr_B6_F9
236	iso1	JU2570_GZr_B6_F9
237	iso1	JU2572_GZ_B7_C5
238	iso1	JU2572_GZr_B6_G1
239	iso1	JU2572_GZr_B6_G1
240	iso1	JU2575_GZ_B7_C6
241	iso1	JU2575_GZr_B5_E7
242	iso1	JU2575_GZr_B5_E7
243	iso1	JU2576_GZ_B7_F5
244	iso1	JU2576_GZr_B5_H4
245	iso1	JU2576_GZr_B5_H4
246	iso1	JU2578_GZ_B5_C2
247	iso1	JU2578_GZr_B2_E2
248	iso1	JU2578_GZr_B2_E2
249	iso1	JU2581_GZ_B7_F6
250	iso1	JU2581_GZr_B5_H5
251	iso1	JU2581_GZr_B5_H5
252	iso1	JU2586_GZ_B7_C7
253	iso1	JU2586_GZr_B5_H6
254	iso1	JU2586_GZr_B5_H6
255	iso1	JU2592_GZ_B7_C8
256	iso1	JU2592_GZr_B5_H7
257	iso1	JU2592_GZr_B5_H7
258	iso1	JU2600_GZ_B2_E3
259	iso1	JU2600_GZ_B4_I4
260	iso1	JU2600_GZ_B4_I4
261	iso1	JU2610_GZ_B7_C9
262	iso1	JU2610_GZr_B5_H8
263	iso1	JU2610_GZr_B5_H8
264	iso1	JU2619_GZm_B6_G2
265	iso1	JU2619_GZr_B5_H9
266	iso1	JU2619_GZr_B5_H9
267	iso1	JU2811_GZ_B6_G3
268	iso1	JU2811_GZm_B6_D8
269	iso1	JU2811_GZm_B6_D8
270	iso1	JU2838_GZ_B2_E4
271	iso1	JU2838_GZ_B7_G6
272	iso1	JU2838_GZ_B7_G6
273	iso1	JU2841_GZ_B2_E5
274	iso1	JU2841_GZ_B4_I5
275	iso1	JU2841_GZ_B4_I5
276	iso1	JU2853_GZr_B2_E6
277	iso1	JU2862_GZ_B2_E7
278	iso1	JU2862_GZ_B4_I6
279	iso1	JU2862_GZ_B4_I6
280	iso1	JU2866_GZ_B5_C3
281	iso1	JU2866_GZm_B2_E8
282	iso1	JU2866_GZm_B2_E8
283	iso1	JU2879_GZ_B4_I7
284	iso1	JU2879_GZr_B8_A9
285	iso1	JU2879_GZr_B8_A9
286	iso1	JU2906_GZm_B2_F1
287	iso1	JU2907_GZr_B2_B9
288	iso1	JU2907_GZr_B2_F2
289	iso1	JU2907_GZr_B2_F2
290	iso1	JU310_GZ_B8_F3
291	iso1	JU310_GZ_B8_I2
292	iso1	JU310_GZ_B8_I2
293	iso1	JU311_GZ_B4_F8
294	iso1	JU3128_GZ_B4_I9
295	iso1	JU3132_GZr_B2_F4
296	iso1	JU3134_GZ_B9_D5
297	iso1	JU3140_GZ_B2_F5
298	iso1	JU3140_GZ_B5_A1
299	iso1	JU3140_GZ_B5_A1
300	iso1	JU3144_GZ_B2_F6
301	iso1	JU3144_GZ_B5_A2
302	iso1	JU3144_GZ_B5_A2
303	iso1	JU323_GZ_B4_A5
304	iso1	JU323_GZ_B4_F9
305	iso1	JU323_GZ_B4_F9
306	iso1	JU346_GZ_B7_H9
307	iso1	JU346_GZr_B4_A6
308	iso1	JU346_GZr_B4_A6
309	iso1	JU360_GZm_B1_E2
310	iso1	JU367_GZm_B3_E3
311	iso1	JU367_GZr_B2_I1
312	iso1	JU367_GZr_B2_I1
313	iso1	JU394_GZ_B5_E8
314	iso1	JU394_GZr_B2_I2
315	iso1	JU394_GZr_B2_I2
316	iso1	JU397_GZ_B7_F8
317	iso1	JU397_GZr_B5_I1
318	iso1	JU397_GZr_B5_I1
319	iso1	JU406_GZ_B5_E9
320	iso1	JU406_GZr_B3_B8
321	iso1	JU406_GZr_B3_B8
322	iso1	JU440_GZ_B4_G3
323	iso1	JU642_GZ_B7_D2
324	iso1	JU642_GZr_B5_I2
325	iso1	JU642_GZr_B5_I2
326	iso1	JU774_GZm_B1_E3
327	iso1	JU775_GZ_B6_D9
328	iso1	JU775_GZ_B6_G4
329	iso1	JU775_GZ_B6_G4
330	iso1	JU778_GZ_B5_C4
331	iso1	JU778_GZr_B3_B9
332	iso1	JU778_GZr_B3_B9
333	iso1	JU782_GZ_B9_D6
334	iso1	JU792_GZ_B5_F1
335	iso1	JU792_GZr_B2_I3
336	iso1	JU792_GZr_B2_I3
337	iso1	JU830_GZ_B4_D4
338	iso1	JU847_GZr_B2_I4
339	iso1	JU847_GZr_B3_E7
340	iso1	JU847_GZr_B3_E7
341	iso1	KR314_GZ_B4_D5
342	iso1	LKC34_GZ_B6_E1
343	iso1	MY1_GZ_B4_G4
344	iso1	MY10_GZ_B9_D7
345	iso1	MY16_GZ_B6_B4
346	iso1	MY16_GZ_B6_G5
347	iso1	MY16_GZ_B6_G5
348	iso1	MY18_GZ_B5_F2
349	iso1	MY18_GZr_B3_C2
350	iso1	MY18_GZr_B3_C2
351	iso1	MY2147_GZ_B6_E2
352	iso1	MY2212_GZ_B2_F7
353	iso1	MY2212_GZ_B5_A3
354	iso1	MY2212_GZ_B5_A3
355	iso1	MY23_GZ_B6_G6
356	iso1	MY23_GZm_B6_E3
357	iso1	MY23_GZm_B6_E3
358	iso1	MY2573_GZ_B2_I5
359	iso1	MY2573_GZ_B5_A4
360	iso1	MY2573_GZ_B5_A4
361	iso1	MY2585_GZ_B8_A7
362	iso1	MY2585_GZr_B6_B6
363	iso1	MY2585_GZr_B6_B6
364	iso1	MY2713_GZ_B6_B7
365	iso1	MY2713_GZ_B6_G8
366	iso1	MY2713_GZ_B6_G8
367	iso1	MY518_GZ_B6_B8
368	iso1	MY518_GZ_B6_G9
369	iso1	MY518_GZ_B6_G9
370	iso1	MY772_GZ_B6_H1
371	iso1	MY795_GZ_B6_H2
372	iso1	MY920_GZ_B2_F9
373	iso1	MY920_GZ_B5_A5
374	iso1	MY920_GZ_B5_A5
375	iso1	N2_GZm_B6_H3
376	iso1	N2_GZr_B6_E4
377	iso1	N2_GZr_B6_E4
378	iso1	NIC1_GZ_B4_G5
379	iso1	NIC166_GZ_B5_F3
380	iso1	NIC166_GZr_B2_I6
381	iso1	NIC166_GZr_B2_I6
382	iso1	NIC199_GZr_B1_C3
383	iso1	NIC2_GZ_B5_A6
384	iso1	NIC2_GZr_B4_B2
385	iso1	NIC2_GZr_B4_B2
386	iso1	NIC207_GZm_B3_F1
387	iso1	NIC207_GZr_B2_I7
388	iso1	NIC207_GZr_B2_I7
389	iso1	NIC231_GZ_B7_D3
390	iso1	NIC231_GZr_B5_F4
391	iso1	NIC231_GZr_B5_F4
392	iso1	NIC236_GZ_B2_I8
393	iso1	NIC236_GZ_B5_F5
394	iso1	NIC236_GZ_B5_F5
395	iso1	NIC242_GZ_B5_C7
396	iso1	NIC242_GZr_B3_C3
397	iso1	NIC242_GZr_B3_C3
398	iso1	NIC251_GZ_B5_C8
399	iso1	NIC251_GZr_B2_I9
400	iso1	NIC251_GZr_B2_I9
401	iso1	NIC252_GZ_B4_B3
402	iso1	NIC252_GZ_B4_D8
403	iso1	NIC252_GZ_B4_D8
404	iso1	NIC255_GZ_B3_F4
405	iso1	NIC255_GZ_B5_C9
406	iso1	NIC255_GZ_B5_C9
407	iso1	NIC256_GZ_B4_D9
408	iso1	NIC258_GZ_B7_F9
409	iso1	NIC258_GZr_B5_I4
410	iso1	NIC258_GZr_B5_I4
411	iso1	NIC259_GZ_B6_C2
412	iso1	NIC259_GZ_B6_E6
413	iso1	NIC259_GZ_B6_E6
414	iso1	NIC260_GZ_B4_E1
415	iso1	NIC261_GZ_B3_H8
416	iso1	NIC261_GZ_B4_E2
417	iso1	NIC261_GZ_B4_E2
418	iso1	NIC265_GZ_B5_D1
419	iso1	NIC265_GZr_B3_C4
420	iso1	NIC265_GZr_B3_C4
421	iso1	NIC266_GZ_B9_D8
422	iso1	NIC267_GZ_B7_D5
423	iso1	NIC267_GZr_B5_F6
424	iso1	NIC267_GZr_B5_F6
425	iso1	NIC268_GZr_B5_I5
426	iso1	NIC271_GZ_B5_D2
427	iso1	NIC271_GZr_B3_A1
428	iso1	NIC271_GZr_B3_A1
429	iso1	NIC274_GZm_B1_C5
430	iso1	NIC275_GZm_B1_E7
431	iso1	NIC276_GZ_B3_C6
432	iso1	NIC276_GZ_B5_D3
433	iso1	NIC276_GZ_B5_D3
434	iso1	NIC277_GZ_B7_I1
435	iso1	NIC277_GZr_B4_B6
436	iso1	NIC277_GZr_B4_B6
437	iso1	NIC3_GZ_B7_H7
438	iso1	NIC501_GZ_B6_C3
439	iso1	NIC501_GZ_B6_E7
440	iso1	NIC501_GZ_B6_E7
441	iso1	NIC511_GZ_B6_H5
442	iso1	NIC511_GZm_B1_G9
443	iso1	NIC511_GZm_B1_G9
444	iso1	NIC513_GZ_B6_C4
445	iso1	NIC513_GZ_B6_E9
446	iso1	NIC513_GZ_B6_E9
447	iso1	NIC514_GZ_B2_G3
448	iso1	NIC514_GZ_B5_D4
449	iso1	NIC514_GZ_B5_D4
450	iso1	NIC515_GZ_B6_C5
451	iso1	NIC515_GZ_B6_H6
452	iso1	NIC515_GZ_B6_H6
453	iso1	NIC523_GZ_B2_G4
454	iso1	NIC523_GZ_B5_D5
455	iso1	NIC523_GZ_B5_D5
456	iso1	NIC526_GZ_B9_D9
457	iso1	NIC527_GZ_B7_D7
458	iso1	NIC527_GZr_B5_F7
459	iso1	NIC527_GZr_B5_F7
460	iso1	NIC528_GZ_B7_D8
461	iso1	NIC529_GZ_B7_G2
462	iso1	NIC529_GZr_B5_I6
463	iso1	NIC529_GZr_B5_I6
464	iso1	PS2025_GZ_B8_I3
465	iso1	PS2025_GZm_B8_D3
466	iso1	PS2025_GZm_B8_D3
467	iso1	PX179_GZ_B5_F9
468	iso1	PX179_GZr_B3_C7
469	iso1	PX179_GZr_B3_C7
470	iso1	QG2075_GZ_B6_H7
471	iso1	QG2075_GZr_B3_I1
472	iso1	QG2075_GZr_B3_I1
473	iso1	QG556_GZ_B7_D9
474	iso1	QG556_GZr_B5_G1
475	iso1	QG556_GZr_B5_G1
476	iso1	QW947_GZ_B9_E1
477	iso1	QX1212_GZ_B5_G2
478	iso1	QX1212_GZr_B3_A2
479	iso1	QX1212_GZr_B3_A2
480	iso1	QX1233_GZ_B9_E2
481	iso1	QX1791_GZ_B9_E3
482	iso1	QX1792_GZ_B7_E1
483	iso1	QX1792_GZr_B5_I7
484	iso1	QX1792_GZr_B5_I7
485	iso1	QX1793_GZ_B8_F5
486	iso1	QX1793_GZ_B8_I4
487	iso1	QX1793_GZ_B8_I4
488	iso1	QX1794_GZm_B3_I2
489	iso1	RC301_GZ_B7_G3
490	iso1	RC301_GZr_B5_I8
491	iso1	RC301_GZr_B5_I8
492	iso1	WN2050_GZr_B6_F2
493	iso1	XZ1513_GZ_B8_F6
494	iso1	XZ1513_GZ_B8_I5
495	iso1	XZ1513_GZ_B8_I5
496	iso1	XZ1515_GZ_B8_I8
497	iso1	XZ1515_GZ_B8_I9
498	iso1	XZ1515_GZ_B8_I9
499	iso1	XZ1516_GZ_B2_G5
500	iso1	XZ1516_GZ_B5_A8
501	iso1	XZ1516_GZ_B5_A8
502	iso2	AB1_GZr_B3_A3
503	iso2	BRC20067_GZr_B1_H2
504	iso2	BRC20263_GZ_B7_I6
505	iso2	CB4852_GZ_B6_H9
506	iso2	CB4852_GZ_B6_H9
507	iso2	CB4852_GZ_B7_B6
508	iso2	CB4856_GZ_B1_H3
509	iso2	CB4856_GZ_B1_H3
510	iso2	CB4856_GZ_B5_I9
511	iso2	CX11254_GZ_B8_B1
512	iso2	CX11254_GZ_B8_B1
513	iso2	CX11254_GZ_B8_D6
514	iso2	CX11262_GZ_B6_I1
515	iso2	CX11262_GZ_B6_I1
516	iso2	CX11262_GZ_B7_E3
517	iso2	CX11264_GZ_B7_B7
518	iso2	CX11264_GZ_B7_B7
519	iso2	CX11264_GZ_B7_E4
520	iso2	CX11271_GZ_B1_B2
521	iso2	CX11276_GZ_B6_C7
522	iso2	CX11276_GZ_B6_C7
523	iso2	CX11276_GZ_B6_F3
524	iso2	CX11285_GZm_B1_B3
525	iso2	CX11292_GZ_B7_B8
526	iso2	CX11292_GZ_B7_B8
527	iso2	CX11292_GZ_B7_E5
528	iso2	CX11307_GZ_B7_B9
529	iso2	CX11307_GZ_B7_B9
530	iso2	CX11307_GZ_B7_E6
531	iso2	CX11314_GZ_B1_H4
532	iso2	CX11314_GZ_B1_H4
533	iso2	CX11314_GZ_B6_A1
534	iso2	CX11315_GZ_B8_B2
535	iso2	CX11315_GZ_B8_B2
536	iso2	CX11315_GZ_B8_D7
537	iso2	DL200_GZ_B3_F7
538	iso2	DL226_GZ_B4_C3
539	iso2	DL238_GZ_B1_H5
540	iso2	DL238_GZ_B1_H5
541	iso2	DL238_GZ_B6_A2
542	iso2	ECA189_GZ_B7_I8
543	iso2	ECA248_GZ_B3_D1
544	iso2	ECA248_GZ_B3_D1
545	iso2	ECA248_GZ_B5_A9
546	iso2	ECA250_GZ_B7_C1
547	iso2	ECA250_GZ_B7_C1
548	iso2	ECA250_GZ_B7_E7
549	iso2	ECA251_GZ_B3_I5
550	iso2	ECA259_GZ_B3_D2
551	iso2	ECA259_GZ_B3_D2
552	iso2	ECA259_GZ_B7_G4
553	iso2	ECA348_GZ_B8_A3
554	iso2	ECA349_GZ_B2_A4
555	iso2	ECA349_GZ_B2_A4
556	iso2	ECA349_GZ_B4_H4
557	iso2	ECA363_GZ_B8_B3
558	iso2	ECA363_GZ_B8_B3
559	iso2	ECA363_GZ_B8_D8
560	iso2	ECA372_GZ_B8_B4
561	iso2	ECA372_GZ_B8_B4
562	iso2	ECA372_GZ_B8_G1
563	iso2	ECA592_GZ_B8_B5
564	iso2	ECA592_GZ_B8_B5
565	iso2	ECA592_GZ_B8_E1
566	iso2	ECA594_GZ_B8_B6
567	iso2	ECA594_GZ_B8_B6
568	iso2	ECA594_GZ_B8_E2
569	iso2	ECA703_GZ_B8_B7
570	iso2	ECA703_GZ_B8_B7
571	iso2	ECA703_GZ_B8_G4
572	iso2	ECA705_GZ_B8_B8
573	iso2	ECA705_GZ_B8_B8
574	iso2	ECA705_GZ_B8_E3
575	iso2	ECA710_GZ_B8_B9
576	iso2	ECA710_GZ_B8_B9
577	iso2	ECA710_GZ_B8_E4
578	iso2	ECA738_GZ_B8_C1
579	iso2	ECA743_GZ_B8_C2
580	iso2	ECA743_GZ_B8_C2
581	iso2	ECA743_GZ_B8_E6
582	iso2	ECA745_GZ_B8_E7
583	iso2	ECA777_GZ_B8_E8
584	iso2	ECA777_GZ_B8_E8
585	iso2	ECA777_GZ_B8_H1
586	iso2	ECA812_GZ_B8_E9
587	iso2	ECA812_GZ_B8_E9
588	iso2	ECA812_GZ_B8_H2
589	iso2	ECA923_GZ_B8_C6
590	iso2	ECA923_GZ_B8_C6
591	iso2	ECA923_GZ_B8_F1
592	iso2	ED3005_GZ_B2_G6
593	iso2	ED3005_GZ_B2_G6
594	iso2	ED3005_GZ_B3_D3
595	iso2	ED3012_GZ_B6_I2
596	iso2	ED3012_GZ_B6_I2
597	iso2	ED3012_GZ_B7_E8
598	iso2	ED3017_GZ_B1_H8
599	iso2	ED3017_GZ_B1_H8
600	iso2	ED3017_GZ_B6_A4
601	iso2	ED3040_GZ_B3_I6
602	iso2	ED3048_GZ_B1_D2
603	iso2	ED3048_GZ_B1_D2
604	iso2	ED3048_GZ_B4_H6
605	iso2	ED3049_GZ_B3_I7
606	iso2	ED3052_GZ_B1_B5
607	iso2	ED3052_GZ_B1_B5
608	iso2	ED3052_GZ_B3_I8
609	iso2	ED3073_GZ_B3_A6
610	iso2	ED3073_GZ_B3_A6
611	iso2	ED3073_GZ_B5_E2
612	iso2	ED3077_GZ_B2_D2
613	iso2	ED3077_GZ_B2_D2
614	iso2	ED3077_GZ_B5_B1
615	iso2	EG4347_GZ_B6_I3
616	iso2	EG4347_GZ_B6_I3
617	iso2	EG4347_GZ_B7_E9
618	iso2	EG4724_GZ_B6_I4
619	iso2	EG4724_GZ_B6_I4
620	iso2	EG4724_GZ_B7_F1
621	iso2	EG4946_GZ_B9_B3
622	iso2	GXW1_GZ_B7_C2
623	iso2	GXW1_GZ_B7_C2
624	iso2	GXW1_GZ_B7_F2
625	iso2	JT11398_GZ_B6_I5
626	iso2	JT11398_GZ_B6_I5
627	iso2	JT11398_GZm_B6_F7
628	iso2	JU1088_GZ_B1_D4
629	iso2	JU1088_GZ_B1_D4
630	iso2	JU1088_GZ_B3_I9
631	iso2	JU1172_GZ_B4_C5
632	iso2	JU1172_GZ_B4_C5
633	iso2	JU1172_GZ_B7_H8
634	iso2	JU1200_GZ_B3_D5
635	iso2	JU1200_GZ_B3_D5
636	iso2	JU1200_GZ_B5_B3
637	iso2	JU1212_GZ_B3_D6
638	iso2	JU1212_GZ_B3_D6
639	iso2	JU1212_GZ_B5_B4
640	iso2	JU1213_GZ_B6_A6
641	iso2	JU1213_GZ_B6_A6
642	iso2	JU1213_GZ_B6_F8
643	iso2	JU1242_GZ_B1_B6
644	iso2	JU1242_GZ_B1_B6
645	iso2	JU1242_GZ_B4_C6
646	iso2	JU1246_GZ_B3_G3
647	iso2	JU1246_GZ_B3_G3
648	iso2	JU1246_GZ_B5_E3
649	iso2	JU1395_GZ_B7_C3
650	iso2	JU1395_GZ_B7_C3
651	iso2	JU1395_GZ_B7_F3
652	iso2	JU1409_GZ_B1_I1
653	iso2	JU1409_GZ_B1_I1
654	iso2	JU1409_GZ_B4_F5
655	iso2	JU1440_GZ_B4_F6
656	iso2	JU1491_GZ_B6_I6
657	iso2	JU1491_GZ_B6_I6
658	iso2	JU1491_GZ_B7_C4
659	iso2	JU1530_GZ_B3_B1
660	iso2	JU1530_GZ_B3_B1
661	iso2	JU1530_GZ_B5_B5
662	iso2	JU1543_GZ_B2_D3
663	iso2	JU1543_GZ_B2_D3
664	iso2	JU1543_GZ_B2_H2
665	iso2	JU1568_GZ_B6_A7
666	iso2	JU1581_GZ_B4_F7
667	iso2	JU1586_GZ_B8_D1
668	iso2	JU1586_GZ_B8_D1
669	iso2	JU1586_GZ_B8_F2
