condition	id	seq_pool	samplename	sample	filepath
JU1934	GZr_B2_D6	GZpool_08_2020	JU1934_GZr_B2_D6_GZpool_08_2020	kallisto_JU1934_GZr_B2_D6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1934	GZm_B1_D7	GZpool_0108_2020	JU1934_GZm_B1_D7_GZpool_0108_2020	kallisto_JU1934_GZm_B1_D7_GZpool_0108_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2001	GZ_B3_D8	GZpool_03_2019	JU2001_GZ_B3_D8_GZpool_03_2019	kallisto_JU2001_GZ_B3_D8_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2001	GZ_B5_B7	GZpool_05_2019	JU2001_GZ_B5_B7_GZpool_05_2019	kallisto_JU2001_GZ_B5_B7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2001	GZr_B3_B3	GZpool_07_2020	JU2001_GZr_B3_B3_GZpool_07_2020	kallisto_JU2001_GZr_B3_B3_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2007	GZ_B4_A4	GZpool_03_2019	JU2007_GZ_B4_A4_GZpool_03_2019	kallisto_JU2007_GZ_B4_A4_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2007	GZ_B4_C7	GZpool_05_2019	JU2007_GZ_B4_C7_GZpool_05_2019	kallisto_JU2007_GZ_B4_C7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2007	GZm_B1_I3	GZpool_0107_2020	JU2007_GZm_B1_I3_GZpool_0107_2020	kallisto_JU2007_GZm_B1_I3_GZpool_0107_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2016	GZ_B1_A4	GZpool_01_2019	JU2016_GZ_B1_A4_GZpool_01_2019	kallisto_JU2016_GZ_B1_A4_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2016	GZ_B2_H3	GZpool_05_2019	JU2016_GZ_B2_H3_GZpool_05_2019	kallisto_JU2016_GZ_B2_H3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2016	GZr_B1_D8	GZpool_08_2020	JU2016_GZr_B1_D8_GZpool_08_2020	kallisto_JU2016_GZr_B1_D8_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2017	GZ_B3_G5	GZpool_03_2019	JU2017_GZ_B3_G5_GZpool_03_2019	kallisto_JU2017_GZ_B3_G5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2017	GZ_B5_E4	GZpool_06_2019	JU2017_GZ_B5_E4_GZpool_06_2019	kallisto_JU2017_GZ_B5_E4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2017	GZr_B3_B4	GZpool_07_2020	JU2017_GZr_B3_B4_GZpool_07_2020	kallisto_JU2017_GZr_B3_B4_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2106	GZ_B3_D9	GZpool_03_2019	JU2106_GZ_B3_D9_GZpool_03_2019	kallisto_JU2106_GZ_B3_D9_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2106	GZ_B5_B8	GZpool_05_2019	JU2106_GZ_B5_B8_GZpool_05_2019	kallisto_JU2106_GZ_B5_B8_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2106	GZr_B3_B5	GZpool_07_2020	JU2106_GZr_B3_B5_GZpool_07_2020	kallisto_JU2106_GZr_B3_B5_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2131	GZ_B2_D7	GZpool_01_2019	JU2131_GZ_B2_D7_GZpool_01_2019	kallisto_JU2131_GZ_B2_D7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2131	GZ_B2_H4	GZpool_03_2019	JU2131_GZ_B2_H4_GZpool_03_2019	kallisto_JU2131_GZ_B2_H4_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2131	GZ_B4_H9	GZpool_07_2020	JU2131_GZ_B4_H9_GZpool_07_2020	kallisto_JU2131_GZ_B4_H9_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2141	GZ_B2_A7	GZpool_01_2019	JU2141_GZ_B2_A7_GZpool_01_2019	kallisto_JU2141_GZ_B2_A7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2141	GZ_B4_I1	GZpool_07_2020	JU2141_GZ_B4_I1_GZpool_07_2020	kallisto_JU2141_GZ_B4_I1_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2141	GZr_B2_D8	GZpool_08_2020	JU2141_GZr_B2_D8_GZpool_08_2020	kallisto_JU2141_GZr_B2_D8_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2234	GZ_B2_A8	GZpool_01_2019	JU2234_GZ_B2_A8_GZpool_01_2019	kallisto_JU2234_GZ_B2_A8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2234	GZ_B5_B9	GZpool_05_2019	JU2234_GZ_B5_B9_GZpool_05_2019	kallisto_JU2234_GZ_B5_B9_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2234	GZr_B2_D9	GZpool_08_2020	JU2234_GZr_B2_D9_GZpool_08_2020	kallisto_JU2234_GZr_B2_D9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2250	GZ_B3_B6	GZpool_03_2019	JU2250_GZ_B3_B6_GZpool_03_2019	kallisto_JU2250_GZ_B3_B6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2250	GZ_B7_G5	GZpool_06_2019	JU2250_GZ_B7_G5_GZpool_06_2019	kallisto_JU2250_GZ_B7_G5_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2250	GZr_B2_H5	GZpool_07_2020	JU2250_GZr_B2_H5_GZpool_07_2020	kallisto_JU2250_GZr_B2_H5_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2257	GZ_B3_E1	GZpool_03_2019	JU2257_GZ_B3_E1_GZpool_03_2019	kallisto_JU2257_GZ_B3_E1_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2257	GZ_B3_G7	GZpool_05_2019	JU2257_GZ_B3_G7_GZpool_05_2019	kallisto_JU2257_GZ_B3_G7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2257	GZr_B2_H6	GZpool_07_2020	JU2257_GZr_B2_H6_GZpool_07_2020	kallisto_JU2257_GZr_B2_H6_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2464	GZ_B3_G8	GZpool_03_2019	JU2464_GZ_B3_G8_GZpool_03_2019	kallisto_JU2464_GZ_B3_G8_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2464	GZ_B5_C1	GZpool_05_2019	JU2464_GZ_B5_C1_GZpool_05_2019	kallisto_JU2464_GZ_B5_C1_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2464	GZr_B3_B7	GZpool_07_2020	JU2464_GZr_B3_B7_GZpool_07_2020	kallisto_JU2464_GZr_B3_B7_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2466	GZ_B3_G9	GZpool_03_2019	JU2466_GZ_B3_G9_GZpool_03_2019	kallisto_JU2466_GZ_B3_G9_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2466	GZ_B4_C8	GZpool_05_2019	JU2466_GZ_B4_C8_GZpool_05_2019	kallisto_JU2466_GZ_B4_C8_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2466	GZm_B1_D9	GZpool_0107_2020	JU2466_GZm_B1_D9_GZpool_0107_2020	kallisto_JU2466_GZm_B1_D9_GZpool_0107_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2478	GZ_B6_A9	GZpool_04_2019	JU2478_GZ_B6_A9_GZpool_04_2019	kallisto_JU2478_GZ_B6_A9_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2478	GZ_B6_D6	GZpool_06_2019	JU2478_GZ_B6_D6_GZpool_06_2019	kallisto_JU2478_GZ_B6_D6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2478	GZr_B5_E5	GZpool_08_2020	JU2478_GZr_B5_E5_GZpool_08_2020	kallisto_JU2478_GZr_B5_E5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2513	GZ_B3_E2	GZpool_03_2019	JU2513_GZ_B3_E2_GZpool_03_2019	kallisto_JU2513_GZ_B3_E2_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2513	GZ_B5_E6	GZpool_06_2019	JU2513_GZ_B5_E6_GZpool_06_2019	kallisto_JU2513_GZ_B5_E6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2513	GZr_B2_H7	GZpool_07_2020	JU2513_GZr_B2_H7_GZpool_07_2020	kallisto_JU2513_GZr_B2_H7_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2519	GZ_B1_A1	GZpool_01_2019	JU2519_GZ_B1_A1_GZpool_01_2019	kallisto_JU2519_GZ_B1_A1_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2519	GZ_B3_H1	GZpool_03_2019	JU2519_GZ_B3_H1_GZpool_03_2019	kallisto_JU2519_GZ_B3_H1_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2519	GZ_B4_C9	GZpool_05_2019	JU2519_GZ_B4_C9_GZpool_05_2019	kallisto_JU2519_GZ_B4_C9_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2522	GZ_B3_H2	GZpool_03_2019	JU2522_GZ_B3_H2_GZpool_03_2019	kallisto_JU2522_GZ_B3_H2_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2522	GZ_B4_D1	GZpool_05_2019	JU2522_GZ_B4_D1_GZpool_05_2019	kallisto_JU2522_GZ_B4_D1_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2522	GZr_B2_H8	GZpool_07_2020	JU2522_GZr_B2_H8_GZpool_07_2020	kallisto_JU2522_GZr_B2_H8_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2526	GZ_B9_B5	GZpool_08_2020	JU2526_GZ_B9_B5_GZpool_08_2020	kallisto_JU2526_GZ_B9_B5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2526	GZ_B9_D1	GZpool_08_2020	JU2526_GZ_B9_D1_GZpool_08_2020	kallisto_JU2526_GZ_B9_D1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2534	GZ_B9_B6	GZpool_08_2020	JU2534_GZ_B9_B6_GZpool_08_2020	kallisto_JU2534_GZ_B9_B6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2534	GZ_B9_D2	GZpool_08_2020	JU2534_GZ_B9_D2_GZpool_08_2020	kallisto_JU2534_GZ_B9_D2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2534	GZ_B9_E4	GZpool_08_2020	JU2534_GZ_B9_E4_GZpool_08_2020	kallisto_JU2534_GZ_B9_E4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2565	GZ_B2_E1	GZpool_01_2019	JU2565_GZ_B2_E1_GZpool_01_2019	kallisto_JU2565_GZ_B2_E1_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2565	GZ_B2_H9	GZpool_03_2019	JU2565_GZ_B2_H9_GZpool_03_2019	kallisto_JU2565_GZ_B2_H9_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2565	GZ_B4_I3	GZpool_07_2020	JU2565_GZ_B4_I3_GZpool_07_2020	kallisto_JU2565_GZ_B4_I3_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2566	GZ_B9_B7	GZpool_08_2020	JU2566_GZ_B9_B7_GZpool_08_2020	kallisto_JU2566_GZ_B9_B7_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2566	GZ_B9_D3	GZpool_08_2020	JU2566_GZ_B9_D3_GZpool_08_2020	kallisto_JU2566_GZ_B9_D3_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2570	GZ_B6_I7	GZpool_04_2019	JU2570_GZ_B6_I7_GZpool_04_2019	kallisto_JU2570_GZ_B6_I7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2570	GZ_B7_F4	GZpool_06_2019	JU2570_GZ_B7_F4_GZpool_06_2019	kallisto_JU2570_GZ_B7_F4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2570	GZr_B6_F9	GZpool_08_2020	JU2570_GZr_B6_F9_GZpool_08_2020	kallisto_JU2570_GZr_B6_F9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2572	GZ_B6_I8	GZpool_04_2019	JU2572_GZ_B6_I8_GZpool_04_2019	kallisto_JU2572_GZ_B6_I8_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2572	GZ_B7_C5	GZpool_06_2019	JU2572_GZ_B7_C5_GZpool_06_2019	kallisto_JU2572_GZ_B7_C5_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2572	GZr_B6_G1	GZpool_08_2020	JU2572_GZr_B6_G1_GZpool_08_2020	kallisto_JU2572_GZr_B6_G1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2575	GZ_B6_I9	GZpool_04_2019	JU2575_GZ_B6_I9_GZpool_04_2019	kallisto_JU2575_GZ_B6_I9_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2575	GZ_B7_C6	GZpool_06_2019	JU2575_GZ_B7_C6_GZpool_06_2019	kallisto_JU2575_GZ_B7_C6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2575	GZr_B5_E7	GZpool_08_2020	JU2575_GZr_B5_E7_GZpool_08_2020	kallisto_JU2575_GZr_B5_E7_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2576	GZ_B7_A1	GZpool_04_2019	JU2576_GZ_B7_A1_GZpool_04_2019	kallisto_JU2576_GZ_B7_A1_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2576	GZ_B7_F5	GZpool_06_2019	JU2576_GZ_B7_F5_GZpool_06_2019	kallisto_JU2576_GZ_B7_F5_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2576	GZr_B5_H4	GZpool_08_2020	JU2576_GZr_B5_H4_GZpool_08_2020	kallisto_JU2576_GZr_B5_H4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2578	GZ_B2_B1	GZpool_01_2019	JU2578_GZ_B2_B1_GZpool_01_2019	kallisto_JU2578_GZ_B2_B1_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2578	GZ_B5_C2	GZpool_05_2019	JU2578_GZ_B5_C2_GZpool_05_2019	kallisto_JU2578_GZ_B5_C2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2578	GZr_B2_E2	GZpool_08_2020	JU2578_GZr_B2_E2_GZpool_08_2020	kallisto_JU2578_GZr_B2_E2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2581	GZ_B7_A2	GZpool_04_2019	JU2581_GZ_B7_A2_GZpool_04_2019	kallisto_JU2581_GZ_B7_A2_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2581	GZ_B7_F6	GZpool_06_2019	JU2581_GZ_B7_F6_GZpool_06_2019	kallisto_JU2581_GZ_B7_F6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2581	GZr_B5_H5	GZpool_08_2020	JU2581_GZr_B5_H5_GZpool_08_2020	kallisto_JU2581_GZr_B5_H5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2586	GZ_B7_A3	GZpool_04_2019	JU2586_GZ_B7_A3_GZpool_04_2019	kallisto_JU2586_GZ_B7_A3_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2586	GZ_B7_C7	GZpool_06_2019	JU2586_GZ_B7_C7_GZpool_06_2019	kallisto_JU2586_GZ_B7_C7_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2586	GZr_B5_H6	GZpool_08_2020	JU2586_GZr_B5_H6_GZpool_08_2020	kallisto_JU2586_GZr_B5_H6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2592	GZ_B7_A4	GZpool_04_2019	JU2592_GZ_B7_A4_GZpool_04_2019	kallisto_JU2592_GZ_B7_A4_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2592	GZ_B7_C8	GZpool_06_2019	JU2592_GZ_B7_C8_GZpool_06_2019	kallisto_JU2592_GZ_B7_C8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2592	GZr_B5_H7	GZpool_08_2020	JU2592_GZr_B5_H7_GZpool_08_2020	kallisto_JU2592_GZr_B5_H7_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2600	GZ_B2_B2	GZpool_01_2019	JU2600_GZ_B2_B2_GZpool_01_2019	kallisto_JU2600_GZ_B2_B2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2600	GZ_B2_E3	GZpool_03_2019	JU2600_GZ_B2_E3_GZpool_03_2019	kallisto_JU2600_GZ_B2_E3_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2600	GZ_B4_I4	GZpool_05_2019	JU2600_GZ_B4_I4_GZpool_05_2019	kallisto_JU2600_GZ_B4_I4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2610	GZ_B7_A5	GZpool_04_2019	JU2610_GZ_B7_A5_GZpool_04_2019	kallisto_JU2610_GZ_B7_A5_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2610	GZ_B7_C9	GZpool_06_2019	JU2610_GZ_B7_C9_GZpool_06_2019	kallisto_JU2610_GZ_B7_C9_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2610	GZr_B5_H8	GZpool_08_2020	JU2610_GZr_B5_H8_GZpool_08_2020	kallisto_JU2610_GZr_B5_H8_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2619	GZ_B7_F7	GZpool_06_2019	JU2619_GZ_B7_F7_GZpool_06_2019	kallisto_JU2619_GZ_B7_F7_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2619	GZr_B5_H9	GZpool_08_2020	JU2619_GZr_B5_H9_GZpool_08_2020	kallisto_JU2619_GZr_B5_H9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2619	GZm_B6_G2	GZpool_0408_2020	JU2619_GZm_B6_G2_GZpool_0408_2020	kallisto_JU2619_GZm_B6_G2_GZpool_0408_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2800	GZ_B9_D4	GZpool_08_2020	JU2800_GZ_B9_D4_GZpool_08_2020	kallisto_JU2800_GZ_B9_D4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2811	GZ_B6_G3	GZpool_06_2019	JU2811_GZ_B6_G3_GZpool_06_2019	kallisto_JU2811_GZ_B6_G3_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2811	GZ_B1_F2	GZpool_07_2020	JU2811_GZ_B1_F2_GZpool_07_2020	kallisto_JU2811_GZ_B1_F2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2811	GZm_B6_D8	GZpool_0408_2020	JU2811_GZm_B6_D8_GZpool_0408_2020	kallisto_JU2811_GZm_B6_D8_GZpool_0408_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2838	GZ_B2_B3	GZpool_01_2019	JU2838_GZ_B2_B3_GZpool_01_2019	kallisto_JU2838_GZ_B2_B3_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2838	GZ_B2_E4	GZpool_03_2019	JU2838_GZ_B2_E4_GZpool_03_2019	kallisto_JU2838_GZ_B2_E4_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2838	GZ_B7_G6	GZpool_06_2019	JU2838_GZ_B7_G6_GZpool_06_2019	kallisto_JU2838_GZ_B7_G6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2841	GZ_B2_B4	GZpool_01_2019	JU2841_GZ_B2_B4_GZpool_01_2019	kallisto_JU2841_GZ_B2_B4_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2841	GZ_B2_E5	GZpool_03_2019	JU2841_GZ_B2_E5_GZpool_03_2019	kallisto_JU2841_GZ_B2_E5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2841	GZ_B4_I5	GZpool_05_2019	JU2841_GZ_B4_I5_GZpool_05_2019	kallisto_JU2841_GZ_B4_I5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2853	GZr_B2_E6	GZpool_07_2020	JU2853_GZr_B2_E6_GZpool_07_2020	kallisto_JU2853_GZr_B2_E6_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2853	GZr_B2_C6	GZpool_08_2020	JU2853_GZr_B2_C6_GZpool_08_2020	kallisto_JU2853_GZr_B2_C6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2853	GZm_B1_F3	GZpool_0107_2020	JU2853_GZm_B1_F3_GZpool_0107_2020	kallisto_JU2853_GZm_B1_F3_GZpool_0107_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2862	GZ_B2_B5	GZpool_01_2019	JU2862_GZ_B2_B5_GZpool_01_2019	kallisto_JU2862_GZ_B2_B5_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2862	GZ_B2_E7	GZpool_03_2019	JU2862_GZ_B2_E7_GZpool_03_2019	kallisto_JU2862_GZ_B2_E7_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2862	GZ_B4_I6	GZpool_05_2019	JU2862_GZ_B4_I6_GZpool_05_2019	kallisto_JU2862_GZ_B4_I6_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2866	GZ_B2_B6	GZpool_01_2019	JU2866_GZ_B2_B6_GZpool_01_2019	kallisto_JU2866_GZ_B2_B6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
